mode,question_hash,ts,question_text,computed_answer,chosen_option,correct
percabangan,e5a0bca7feadc07f6fcc85e4192cc8245d718aa888c0a1556c2e887566fc7cd8,2025-08-24T05:15:08.303980Z,"p <- 27
q <- 9
IF p > q THEN
cetak (p / q)
Apa yang tampil di layar?",3,3,3,True
runtunan,6c7f841b9948601e7d82c4a851d6291f046a265df25997a5b5da42abdb5a8bab,2025-08-24T05:15:08.590689Z,"p <- 9
q <- 3
cetak (p / q)
p <- p + q
cetak (p)
Apa yang tampil di layar?",3 12,3 12,3 12,True
runtunan,ee4a081a0e19a1bcdb33431808fd6d3b6c4a6114708571840f29bbb0500ae662,2025-08-24T05:15:09.061681Z,"piring <- 4
gelas <- 9
cetak (piring)
cetak (gelas)
cetak (piring + gelas)
Apa yang tampil di layar?",4 9 13,4 9 13,4 9 13,True
percabangan,d3b2c1988cd728ff5a6e032b7164911598cd1514df4cb44196ccdececeebb141,2025-08-24T05:15:09.105873Z,"p <- 4
q <- 6
IF p + q = 10 THEN
cetak(p * q)
ELSE
cetak(q - p)
Apa yang tampil di layar?",24,24,24,True
percabangan,4d1b1d3ec32b8c3252f2c777944f0119c3a0306df10b79a89c711f7c82b2dc7f,2025-08-24T05:15:10.204097Z,"p <- 20
q <- 25
IF q > p THEN
cetak (q)
ELSE
cetak (p)
Apa yang tampil di layar?",25,25,25,True
runtunan,f97733825939c677e402d17335186f9b6c1e8f6eb91bfccc0e7b7a8945e9579c,2025-08-24T05:15:10.684975Z,"kursi <- 10
lampu <- 5
cetak (kursi - lampu)
kursi <- kursi / 5
cetak (kursi)
Apa yang tampil di layar?",5 2,5 2,5 2,True
percabangan,2c1ecbce1dfcaf12b5321d2de97c8865d1ca1cb0594c096ec8d1515b58703c9b,2025-08-24T05:15:11.402032Z,"m <- 9
n <- 3
IF m / n > 2 THEN {
cetak(m)
}
cetak(n)
Apa yang tampil di layar?",9 3,9 3,9 3,True
percabangan,d747b05252cf5b7f294d18eb46e9c7a338be2930a50fc2cfd3499d75bceef2d9,2025-08-24T05:15:12.582073Z,"m <- 6
n <- 3
IF m > n THEN
cetak (m / n)
Apa yang tampil di layar?",2,2,2,True
runtunan,e5cd1c56b38d3b1fd8588a78a26cdaa18139e9a4a22bb56786a9f4a28d4d8b0f,2025-08-24T05:15:12.738053Z,"lampu <- 9
meja <- 3
cetak (lampu / meja)
lampu <- lampu + meja
cetak (lampu)
Apa yang tampil di layar?",3 12,3 12,3 12,True
percabangan,07a0df7701e98c7029fe5bb89cc09c9775c581514ca8f82634147e8d20c2b5f7,2025-08-24T05:15:12.903462Z,"a <- 13
b <- 20
IF a < b THEN {
cetak (a)
cetak (b)
}
Apa yang tampil di layar?",13 20,13 20,13 20,True
percabangan,724c158d6360776e2b7aa1252900ae111303089d881276c6adeaf7d5f5e841d9,2025-08-24T05:15:14.798868Z,"p <- 7
q <- 7
IF p ≠ q THEN
cetak(p + q)
ELSE
cetak(p * q)
Apa yang tampil di layar?",Tidak ada output,14,14,False
runtunan,6c7f841b9948601e7d82c4a851d6291f046a265df25997a5b5da42abdb5a8bab,2025-08-24T05:15:14.849146Z,"p <- 9
q <- 3
cetak (p / q)
p <- p + q
cetak (p)
Apa yang tampil di layar?",3 12,3 12,3 12,True
percabangan,b2adf1f8f7ba522b5471ec25992c0a2299f121caec38a31c6f7c2d154e2ecfb2,2025-08-24T05:15:15.465688Z,"m <- 4
n <- 9
IF m = n THEN
cetak (m + n)
Apa yang tampil di layar?",tidak ada output,Tidak ada output,tidak ada output,True
percabangan,0f70969d3b72aa8eef3bef7d9e1385a7307f5b4f56717b3a710a5439112989e4,2025-08-24T05:15:16.518786Z,"m <- 6
n <- 6
IF m = n THEN
cetak(m + n)
ELSE
cetak(m - n)
Apa yang tampil di layar?",12,12,12,True
runtunan,dc1c45fb855c3acf25af7ff9461ebca1bca715d3f14b620eecd058917f384bcc,2025-08-24T05:15:16.768383Z,"p <- 7
q <- 3
r <- p + q
cetak (r)
q <- r - p
cetak (q)
Apa yang tampil di layar?",10 3,10 3,10 3,True
runtunan,c8025dc54b58d28cafd3a93511c432aa764eb1a3aff3700bf34e1c336f9471c4,2025-08-24T05:15:18.092458Z,"p <- 9
q <- 3
cetak (p / q)
p <- p - q
cetak (p)
Apa yang tampil di layar?",3 6,3 6,3 6,True
percabangan,0dfe79a74cece0be82ee90ad6c09bb555af7e55d73756ed85572797dc23e7ca3,2025-08-24T05:15:18.220582Z,"a <- 7
b <- 7
IF a >= b THEN {
cetak (a)
cetak (b)
}
Apa yang tampil di layar?",7 7,7 7,7 7,True
percabangan,cf09690fd62c505d131546e9acaa245eef77522fc007795e18efad733e1e8f07,2025-08-24T05:15:18.279745Z,"m <- 4
n <- 10
IF m < n THEN
cetak (n / m)
Apa yang tampil di layar?",2.5,2.5,2.5,True
runtunan,1e16d54f5a7720ca8589e15f0f7f8da0c6f54b0b78d4f780fe965265f601514c,2025-08-24T05:15:18.854936Z,"r <- 5
s <- 2
cetak (r * s)
s <- r + s
cetak (s)
Apa yang tampil di layar?",10 7,10 7,10 7,True
runtunan,6ecfec0d62a4c7ff771335511be3966dd9428e792362acc40f1d4ba086c4b152,2025-08-24T05:15:19.812678Z,"buku <- 8
pena <- 2
cetak (buku / pena)
buku <- buku + pena
cetak (buku)
Apa yang tampil di layar?",4 10,4 10,4 10,True
percabangan,902a22a1099540ec8ae2444405c5c11d7b6a71b56b94d26b9d082681fee3a5a7,2025-08-24T05:15:20.620051Z,"a <- 6
b <- 9
IF a < b THEN
cetak(b - a)
ELSE
cetak(a - b)
Apa yang tampil di layar?",3,3,3,True
percabangan,be2ed525e8f230699ea9166ff8bcdc64f3f060e95e7ee0cda197467813b69f96,2025-08-24T05:15:20.660961Z,"x <- 8
y <- 4
IF x / y = 2 THEN
cetak (x - y)
Apa yang tampil di layar?",4,4,4,True
runtunan,6ecfec0d62a4c7ff771335511be3966dd9428e792362acc40f1d4ba086c4b152,2025-08-24T05:15:21.087136Z,"buku <- 8
pena <- 2
cetak (buku / pena)
buku <- buku + pena
cetak (buku)
Apa yang tampil di layar?",4 10,4 10,4 10,True
runtunan,8e57b233d4246856039605e89973af7984fe5aa58cc6393329e37c742af41d5a,2025-08-24T05:15:21.694718Z,"k <- 20
l <- 4
cetak (k / l)
k <- k - 10
cetak (k)
Apa yang tampil di layar?",5 10,5 10,5 10,True
runtunan,6ecfec0d62a4c7ff771335511be3966dd9428e792362acc40f1d4ba086c4b152,2025-08-24T05:15:22.436571Z,"buku <- 8
pena <- 2
cetak (buku / pena)
buku <- buku + pena
cetak (buku)
Apa yang tampil di layar?",4 10,4 10,4 10,True
percabangan,4b33d6f3530a0e588a3a756aeaf9e5d74a826c92cdd6efaa69381ab4eb138654,2025-08-24T05:15:22.480673Z,"x <- 10
y <- 2
IF x - y > 5 THEN
cetak(x + y)
ELSE
cetak(x - y)
Apa yang tampil di layar?",12,12,12,True
percabangan,56a221efa2c71797de36f589eb761feccb390157cbecb0ddc8ad30b7ad979f6f,2025-08-24T05:15:22.511746Z,"a <- 30
b <- 15
IF a > b THEN
cetak (a / b)
Apa yang tampil di layar?",2,2,2,True
runtunan,d87e1f6cba5a877920066b29e89bfd64dd1f5fadfd0e6fe594cd868df5fe362f,2025-08-24T05:15:23.653303Z,"bola <- 3
buku <- 5
cetak (bola)
cetak (buku)
cetak (bola * buku)
Apa yang tampil di layar?",3 5 15,3 5 15,3 5 15,True
runtunan,6ecfec0d62a4c7ff771335511be3966dd9428e792362acc40f1d4ba086c4b152,2025-08-24T05:15:23.906908Z,"buku <- 8
pena <- 2
cetak (buku / pena)
buku <- buku + pena
cetak (buku)
Apa yang tampil di layar?",4 10,4 10,4 10,True
percabangan,31b2a80153c201d7ea1501aae36988f6241e1e3f47d73fb9d51369197d5a6bb1,2025-08-24T05:15:24.439214Z,"x <- 12
y <- 6
IF x > y THEN {
cetak (x)
cetak (y)
cetak (x / y)
}
Apa yang tampil di layar?",12 6 2,12 6 2,12 6 2,True
percabangan,02791498221eddbbfd5251e247fc8ceebc68bafb8709ce75812ad2001f100d8c,2025-08-24T05:15:24.612645Z,"m <- 15
n <- 5
IF m / n = 3 THEN
cetak (m - n)
Apa yang tampil di layar?",10,10,10,True
runtunan,6ecfec0d62a4c7ff771335511be3966dd9428e792362acc40f1d4ba086c4b152,2025-08-24T05:15:25.195665Z,"buku <- 8
pena <- 2
cetak (buku / pena)
buku <- buku + pena
cetak (buku)
Apa yang tampil di layar?",4 10,4 10,4 10,True
runtunan,a2e0a8a314458e4a704932e1c40fa05570b9c243d5d6f42f472a468599a92e08,2025-08-24T05:15:25.270189Z,"k <- 9
l <- 5
cetak (k)
k <- k - l
cetak (k)
l <- l + k
cetak (l)
Apa yang tampil di layar?",9 4 9,9 4 9,9 4 9,True
percabangan,78c3b2eaa97c1bc29fe72de10053257db4d37f56dbf36800d88dbf696218b32c,2025-08-24T05:15:26.853862Z,"p <- 8
q <- 2
IF p * q = 16 THEN {
cetak(p - q)
} ELSE {
cetak(p + q)
}
Apa yang tampil di layar?",6,6,6,True
percabangan,79cc957c9795c0c9f2c40b0ae2536886cc60a4557a709d31e3947f5a65d46da4,2025-08-24T05:15:27.006143Z,"p <- 8
q <- 2
IF p * q = 16 THEN
cetak (p + q)
Apa yang tampil di layar?",10,10,10,True
runtunan,6ecfec0d62a4c7ff771335511be3966dd9428e792362acc40f1d4ba086c4b152,2025-08-24T05:15:27.070193Z,"buku <- 8
pena <- 2
cetak (buku / pena)
buku <- buku + pena
cetak (buku)
Apa yang tampil di layar?",4 10,4 10,4 10,True
runtunan,02abe7d08d9fb703daa8903ae3816ec4282a79f378348ad4e2e6048cc56621fd,2025-08-24T05:15:27.139538Z,"a <- 2
b <- 5
cetak (a + b)
a <- b - a
cetak (a)
Apa yang tampil di layar?",7 3,7 3,7 3,True
percabangan,d3ee5c75ce409f14ca234f3070b831fdac6e51ae43dddf600d23b770a1153d80,2025-08-24T05:15:28.772202Z,"x <- 25
y <- 30
IF x < y THEN
cetak (y - x)
Apa yang tampil di layar?",5,5,5,True
percabangan,6e2ef8378a81ea659a3a6cbc1d75485ec305a255ea2a59a45e57df4b4c16e1e4,2025-08-24T05:15:28.874898Z,"a <- 4
b <- 4
IF a = b THEN
cetak (a * b)
Apa yang tampil di layar?",16,16,16,True
runtunan,c3cf11afe36c63b9f5135b089400d5a31463474f9265f8911d0aedd0108fce5d,2025-08-24T05:15:28.987702Z,"x <- 3
y <- 12
cetak (y / x)
y <- y - x
cetak (y)
Apa yang tampil di layar?",4 9,4 9,4 9,True
runtunan,476c20c7d4317f08f88ca2289b41e734cff3b36d891347045619bb7bbe2814ff,2025-08-24T05:15:29.360701Z,"m <- 8
n <- m/2
cetak (n)
m <- n+3
cetak (m)
Apa yang tampil di layar?",4 7,4 7,4 7,True
percabangan,3c56a0a8e41696329190bd766e3954a56ab74ee350b113d9640d0c440e2daff1,2025-08-24T05:15:30.681544Z,"a <- 7
b <- 7
IF a = b THEN
cetak (a * b)
Apa yang tampil di layar?",49,49,49,True
percabangan,f9512513b214a5e778e59015fda349bf9e2a784982e0521c60e5548d5d9cddc4,2025-08-24T05:15:30.729557Z,"p <- 50
q <- 25
IF p > q THEN
cetak (p / q)
Apa yang tampil di layar?",2,2,2,True
runtunan,5daa8a37b995ff5b7b7fdf771674e54a514551260e9ff3a23d399be4be3bf243,2025-08-24T05:15:31.105296Z,"buku <- 7
pena <- 3
cetak (buku)
pena <- buku - pena
cetak (pena)
Apa yang tampil di layar?",7 4,7 4,7 4,True
runtunan,eb5da658bf279feb020cb86ffca977df1df92b60995debec02ad9d30770ff11e,2025-08-24T05:15:31.157551Z,"t <- 6
u <- 2
cetak (t)
cetak (u)
cetak (t / u)
Apa yang tampil di layar?",6 2 3,6 2 3,6 2 3,True
percabangan,68fd144c0290d070821b85f18137faa5e256df0a254572780006204bac23baa8,2025-08-24T05:15:32.384175Z,"x <- 5
y <- 2
IF x * y > 8 THEN
cetak (x + y)
Apa yang tampil di layar?",7,7,7,True
percabangan,97e8efe0ac6b14f3e185a1e5740c221a59fd8199916f83d055d7d631a0b99131,2025-08-24T05:15:32.498986Z,"m <- 7
n <- 7
IF m = n THEN
cetak (m * n)
Apa yang tampil di layar?",49,49,49,True
runtunan,dc488256bcf25a57e86d32949d9bf9a23ad2a5bc59fe0440ac6939bbce4d5e77,2025-08-24T05:15:33.038191Z,"x <- 4
y <- 6
z <- x * y
cetak (z)
y <- z - x
cetak (y)
Apa yang tampil di layar?",24 20,24 20,24 20,True
runtunan,75c1ab7d6bc9eee6d9954a8158cb9bff0476cd40e0df670d17f4a7c608de175c,2025-08-24T05:15:33.459871Z,"p <- 3
q <- 8
cetak (q)
q <- q - p
cetak (q)
Apa yang tampil di layar?",8 5,8 5,8 5,True
percabangan,31b2a80153c201d7ea1501aae36988f6241e1e3f47d73fb9d51369197d5a6bb1,2025-08-24T05:15:34.445202Z,"x <- 12
y <- 6
IF x > y THEN {
cetak (x)
cetak (y)
cetak (x / y)
}
Apa yang tampil di layar?",12 6 2,12 6 2,12 6 2,True
percabangan,170d1b6c2f42e41b095eb225984797695e640c02cb747ca94d49a16a05dfb172,2025-08-24T05:15:34.948011Z,"p <- 5
q <- 5
IF p = q THEN {
cetak (p + q)
cetak (p * q)
}
Apa yang tampil di layar?",10 25,10 25,10 25,True
runtunan,cc66e10f21e8eb21737548203b49a2b8382007569b0c00fa35cc0f4bc975fe7e,2025-08-24T05:15:34.988667Z,"v <- 7
w <- v - 2
cetak (w)
v <- v + w
cetak (v)
Apa yang tampil di layar?",5 12,5 12,5 12,True
runtunan,9b46fae280abc63caf516e9ba9766ada7ae6463d5bdb9a7fcf2fc13a40fa4e5a,2025-08-24T05:15:35.170508Z,"buku <- 3
pena <- 6
cetak (buku + pena)
pena <- pena - buku
cetak (pena)
Apa yang tampil di layar?",9 3,9 3,9 3,True
percabangan,f5a04291bc827f7c3ce62e3b3101a353f5661b61cd567f7c47cbf3557629404d,2025-08-24T05:15:36.817530Z,"a <- 5
b <- 3
IF a > b THEN
cetak (a)
Apa yang tampil di layar?",5,5,5,True
percabangan,7e6403d3f3ca6ede196797b5b903ead224c57f8b066e68c1f3f4f217d8cb50a6,2025-08-24T05:15:37.005151Z,"a <- 12
b <- 15
IF a > b THEN
cetak (a - b)
ELSE
cetak (b - a)
Apa yang tampil di layar?",3,3,3,True
runtunan,8a29557efc62bb237c3629c9cb46be4b3799bdeaef7848b5c51f67bcab5b2cb7,2025-08-24T05:15:37.260939Z,"x <- 3
y <- 2*x
cetak (y)
y <- y-x
cetak (y)
Apa yang tampil di layar?",6 3,6 3,6 3,True
runtunan,68c3f4cea0346aceed0c65cdc388c13e110664f8b993d0e420e21fd55e227282,2025-08-24T05:15:37.940252Z,"kursi <- 4
lampu <- 5
cetak (kursi + lampu)
kursi <- kursi * 2
cetak (kursi)
Apa yang tampil di layar?",9 8,9 8,9 8,True
percabangan,e4956486d041e6ea89fbb300c29c7302bc8376d4a312b63adf5c712a140f0317,2025-08-24T05:15:38.417184Z,"p <- 3
q <- 6
IF p = q THEN {
cetak(p * q)
} ELSE {
cetak(q / p)
}
Apa yang tampil di layar?",2,2,2,True
percabangan,7bf42910c26a313da784ae5c46dad5ed2a18a75e54e4622579cc271272bb42aa,2025-08-24T05:15:38.926414Z,"x <- 10
y <- 5
IF x > y THEN
cetak(x)
ELSE
cetak(y)
Apa yang tampil di layar?",10,10,10,True
runtunan,90e42fbfdede1bc802f87f5b556e43953fe0750c7638ca658f336060ac262fe9,2025-08-24T05:15:39.045076Z,"bola <- 8
kotak <- 4
cetak (bola / kotak)
bola <- bola + kotak
cetak (bola)
Apa yang tampil di layar?",2 12,2 12,2 12,True
percabangan,c7a933bdd49c80a50d7a4480f2ecadc6e3cba12c42fd4a21e75faf94bf2fc6dd,2025-08-24T05:15:40.689636Z,"p <- 12
q <- 4
IF p / q > 2 THEN
cetak (p - q)
Apa yang tampil di layar?",8,8,8,True
percabangan,cda25adf18a4f7c7e04211400c26f3ed31e9e6adf128bd3f445cb7991469f37a,2025-08-24T05:15:40.721907Z,"m <- 6
n <- 6
IF m = n THEN {
cetak (m)
cetak (n)
}
Apa yang tampil di layar?",6 6,6 6,6 6,True
runtunan,f36a46c810080299755aff8a231cbda4cd66705f043bcb8eabdd3c36fe5a7f9e,2025-08-24T05:15:40.757460Z,"buku <- 4
pena <- 9
cetak (buku)
cetak (pena)
cetak (pena - buku)
Apa yang tampil di layar?",4 9 5,4 9 5,4 9 5,True
runtunan,af3230ad3e920889eaeeb89b869f0bf6a36a5322afdbf2579c09b94928b1252c,2025-08-24T05:15:41.093633Z,"kucing <- 5
anjing <- 3
cetak (kucing + anjing)
kucing <- kucing * 2
cetak (kucing - anjing)
anjing <- anjing + kucing
cetak (anjing)
Apa yang tampil di layar?",8 7 10,8 7 10,8 7 10,True
percabangan,e66e3f693d7acb9a4791fe33194e83b8762d993a5723c1990d36d996b10e7e43,2025-08-24T05:15:42.435423Z,"p <- 6
q <- 2
IF p / q = 3 THEN
cetak(p * q)
ELSE
cetak(p + q)
Apa yang tampil di layar?",12,12,12,True
runtunan,1459df8fecf34e65f0bbb972878e025725a38113cecfc44fe48447c46d9f2a8b,2025-08-24T05:15:42.486197Z,"bola <- 5
buku <- 7
cetak (bola + buku)
buku <- buku - bola
cetak (buku)
Apa yang tampil di layar?",12 2,12 2,12 2,True
runtunan,cc5ea7371c995e2783b358f6302069247431b2434ef06a0a3818782023e08d26,2025-08-24T05:15:42.889045Z,"apel <- 5
jeruk <- 3
cetak (apel)
cetak (jeruk)
cetak (apel + jeruk)
Apa yang tampil di layar?",5 3 8,5 3 8,5 3 8,True
percabangan,90bdc15e305a277ab2c2309ee31d401b6b20fb8fd4d35c335e5b9de765ca2a3a,2025-08-24T05:15:43.211591Z,"a <- 6
b <- 2
IF a > b THEN {
cetak (a + b)
cetak (a * b)
}
Apa yang tampil di layar?",8 12,8 12,8 12,True
percabangan,20bdcc521caacbd9a0d5253e24f025d7c881072e02b35958c4396aad8e3e8ef4,2025-08-24T05:15:44.201044Z,"a <- 2
b <- 5
IF a < b THEN {
cetak (a)
cetak (b)
}
Apa yang tampil di layar?",2 5,2 5,2 5,True
runtunan,b154aa95968ede2cd216821f698d11515c84f332350cc788f9ff2df0a8abc09a,2025-08-24T05:15:44.965924Z,"a <- 7
b <- 5
c <- a+b
cetak (c)
b <- b*2
cetak (b)
Apa yang tampil di layar?",12 10,12 10,12 10,True
percabangan,45e1f7fff282b2fe2b92e0fef1783895f6ac502e1ac4b6d65214a1264630f978,2025-08-24T05:15:45.008715Z,"m <- 10
n <- 2
IF m / n > 1 THEN
cetak (m - n)
Apa yang tampil di layar?",8,8,8,True
runtunan,670dadaf52959cc5203b8970b09e254fe18fb1f7abfb9041f63266fba9619d26,2025-08-24T05:15:45.091586Z,"lampu <- 6
meja <- 3
cetak (lampu + meja)
cetak (lampu)
Apa yang tampil di layar?",9 6,9 6,9 6,True
percabangan,d747b05252cf5b7f294d18eb46e9c7a338be2930a50fc2cfd3499d75bceef2d9,2025-08-24T05:15:46.582679Z,"m <- 6
n <- 3
IF m > n THEN
cetak (m / n)
Apa yang tampil di layar?",2,2,2,True
runtunan,ec91613e75997b1e85dc7ff4b5cd8b0473c6fa22901b3799be00dd60fe3191a4,2025-08-24T05:15:47.089345Z,"piring <- 5
gelas <- 6
kotak <- piring + gelas
cetak (kotak)
gelas <- kotak - piring
cetak (gelas)
Apa yang tampil di layar?",11 6,11 6,11 6,True
percabangan,b856b4f03f2c5b8608c91e3339a992e56093b2736c2293ee75273975a7fc243d,2025-08-24T05:15:47.134410Z,"x <- 16
y <- 8
IF x > y THEN
cetak (x / y)
Apa yang tampil di layar?",2,2,2,True
runtunan,a8e1a73d461253ae6c4bf74ba92d9ba6444bad0c1ef86ec73fa338d812b7f6fe,2025-08-24T05:15:47.650953Z,"m <- 7
n <- 3
cetak (m - n)
n <- n + 4
cetak (n)
Apa yang tampil di layar?",4 7,4 7,4 7,True
percabangan,b1e7c5001244cc9a1334875f663999b6363eef3a04768de8a15d16f0fe586e72,2025-08-24T05:15:49.129194Z,"a <- 5
b <- 7
IF a > b THEN {
cetak(a * 2)
} ELSE {
cetak(b - a)
}
Apa yang tampil di layar?",Tidak ada output,2,2,True
runtunan,badef10fc621a2c4d7177f933fc89d48dd8f2a2690d5d0e5e53cbbd3e6ce8951,2025-08-24T05:15:49.268665Z,"s <- 11
t <- 3
cetak (s + t)
s <- s / t
cetak (s)
Apa yang tampil di layar?",14 3,14 3,14 3,True
percabangan,3d3fb0dd089cd79cbaa52ae26e3d0de5e6c70ac0ac6d44553d9cefe429b0c0b1,2025-08-24T05:15:49.644044Z,"a <- 5
b <- 2
IF a - b > 2 THEN
cetak(a + b)
ELSE
cetak(a * b)
Apa yang tampil di layar?",7,7,7,True
runtunan,627464c461b52722ced406f7729f24594dc922840f24269b5450521d5e6585d8,2025-08-24T05:15:49.873693Z,"bola <- 2
buku <- 7
cetak (bola + buku)
bola <- bola * 3
cetak (bola)
Apa yang tampil di layar?",9 6,9 6,9 6,True
percabangan,216820395e38e09d744ae0fa880316b2d2fb4e3dddcf310074144020ac6d2da1,2025-08-24T05:15:50.404732Z,"a <- 11
b <- 6
IF a > b",Tidak ada output,,,True
runtunan,db80ebc3a7080d8ba96422a3c6982c84c06d75f17e7c596767ece66d1b391246,2025-08-24T05:15:50.463446Z,"piring <- 8
gelas",Tidak ada output,,,True
percabangan,8a03e61c7aeb01968174f9788838853979424df48b237ef11a43c0f0f4a4dd52,2025-08-24T05:15:51.265417Z,"x <- 7
y <- 7
IF x = y THEN
cetak (x + y)
Apa yang tampil di layar?",14,14,14,True
runtunan,bbe3d27f4a7c70660f9dfbcc093f9e7051705b8642131d83103920830c5109b3,2025-08-24T05:15:52.024747Z,"m <- 5
n <- 2
cetak (m * n)
cetak (n)
Apa yang tampil di layar?",10 2,10 2,10 2,True
runtunan,15f08163d5be2db743348f54a494f36750bbd178a47e5ddddd97bc908fa4f399,2025-08-24T05:15:52.549261Z,"piring <- 8
gelas <- 2
cetak (piring)
gelas <- gelas * 3
cetak (gelas)
Apa yang tampil di layar?",8 6,8 6,8 6,True
percabangan,7ce506ed0fe8bb9581e34bcd0141fa3f9970e0075b5dcf144cac5accd995392d,2025-08-24T05:15:52.769203Z,"a <- 11
b <- 6
IF a > b THEN {
cetak (a)
cetak (b)
cetak (a - b)
}
Apa yang tampil di layar?",11 6 5,11 6 5,11 6 5,True
percabangan,4cc330c959ed7a619a74495cb2b396385bdb4d0fe208cdd1e620538e6353433a,2025-08-24T05:15:53.425754Z,"x <- 7
y <- 7
IF x ≠ y THEN {
cetak(x + y)
} ELSE {
cetak(x * y)
}
Apa yang tampil di layar?",Tidak ada output,49,49,True
runtunan,eb5da658bf279feb020cb86ffca977df1df92b60995debec02ad9d30770ff11e,2025-08-24T05:15:54.170048Z,"t <- 6
u <- 2
cetak (t)
cetak (u)
cetak (t / u)
Apa yang tampil di layar?",6 2 3,6 2 3,6 2 3,True
runtunan,5e02cbf1a9349258bf47a9c24e697cd6c9dd3bb88c92e7007c7246c7f47756b6,2025-08-24T05:15:54.324995Z,"r <- 7
s <- 2
cetak (r)
r <- r - s
cetak (r)
s <- s + r
cetak (s)
Apa yang tampil di layar?",7 5 7,7 5 7,7 5 7,True
percabangan,bfec09e1d939baddcd79988b631f2171728ec8cab8baab6f6ff9ab8716e3e71b,2025-08-24T05:15:54.921916Z,"x <- 2
y <- 5
IF x < y THEN {
cetak (x)
cetak (y)
cetak (y - x)
}
Apa yang tampil di layar?",2 5 3,2 5 3,2 5 3,True
percabangan,612feae17e97db312102cf348a2d03039de6f097f04ba116ef722352d043fdf3,2025-08-24T05:15:55.535458Z,"p <- 7
q <- 2
IF p - q > 4 THEN {
cetak(p + q)
} ELSE {
cetak(p * q)
}
Apa yang tampil di layar?",9,9,9,True
runtunan,57ed83484a851536ad705ed3e2651f78cea4a0f7878475916b1f134f3b63deab,2025-08-24T05:15:55.990728Z,"kursi <- 9
meja <- 6
cetak (kursi)
kursi <- kursi - meja
cetak (kursi)
cetak (meja)
Apa yang tampil di layar?",9 3 6,9 3 6,9 3 6,True
runtunan,e7fe73466e77587c7beadf987bcec58b8354b84e6183ff9455b3b425ee7c0576,2025-08-24T05:15:56.323312Z,"bola <- 3
kotak <- 6
cetak (kotak - bola)
kotak <- kotak + bola
cetak (kotak)
Apa yang tampil di layar?",3 9,3 9,3 9,True
percabangan,22313f2340488415a697472bb2be41884c19149df472eab3b12fcb334d9d53fb,2025-08-24T05:15:56.756150Z,"x <- 8
y <- 8
IF x = y THEN
cetak(x - y)
ELSE
cetak(x + y)
Apa yang tampil di layar?",0,0,0,True
percabangan,88063eebabf5ab870b853628eafd8320e45356f7bea90974a04a46444173131c,2025-08-24T05:15:57.467954Z,"x <- 8
y <- 3
IF x > y THEN {
cetak(x)
} ELSE {
cetak(y)
}
Apa yang tampil di layar?",8,8,8,True
runtunan,90bd6961b477a6365bc028e18d2f0e44e535ec604d5c336e7d33e5e7d086be80,2025-08-24T05:15:57.935838Z,"x <- 3
y <- 8
cetak (x)
cetak (y)
cetak (x * y)
Apa yang tampil di layar?",3 8 24,3 8 24,3 8 24,True
runtunan,757af580a89ca84ec6898fb0ef0d198954e224fdabeba94a6b51bc5e5297c7eb,2025-08-24T05:15:58.133560Z,"m <- 9
n <- 3
c <- m/n
cetak (c)
m <- m-n
cetak (m)
Apa yang tampil di layar?",3 6,3 6,3 6,True
percabangan,1412655849cc6c7a8761913780e3a8d83521e17823a5eb208ea0c61db50cda2e,2025-08-24T05:15:58.696654Z,"a <- 3
b <- 7
IF a + b = 10 THEN
cetak (a * b)
Apa yang tampil di layar?",21,21,21,True
percabangan,0330a044d8f714f55eac8afb44674337b1feddd9ad758da547198cff360a8142,2025-08-24T05:15:59.323075Z,"x <- 9
y <- 3
IF x / y = 3 THEN
cetak(x * y)
ELSE
cetak(x + y)
Apa yang tampil di layar?",27,27,27,True
runtunan,a41f6254c990de624e514d32be1344834d118fbcca585f532852480afe3d5997,2025-08-24T05:16:00.277093Z,"a <- 8
b <- 3
cetak (a)
a <- a-b
cetak (a)
Apa yang tampil di layar?",8 5,8 5,8 5,True
runtunan,40bbbd48571c72e9f2add00cd305b58cfab1ea2d5fa147cf1ba5014f0b12a8c6,2025-08-24T05:16:00.801305Z,"rumah <- 7
pohon <- 2
cetak (rumah)
rumah <- rumah + pohon
cetak (rumah)
cetak (pohon)
Apa yang tampil di layar?",7 9 2,7 9 2,7 9 2,True
percabangan,227474d240920cbf9c02fdecd37432780c08789eb5e9fa054bafb922264f7d17,2025-08-24T05:16:01.046493Z,"a <- 7
b <- 2
IF a - b > 4 THEN {
cetak (a)
cetak (b)
}
Apa yang tampil di layar?",7 2,7 2,7 2,True
percabangan,bc3e5d648b5e302196fab8979776b10c409fde888e862960be5e8ae3ed5aecd9,2025-08-24T05:16:01.284337Z,"a <- 9
b <- 3
IF a / b = 3 THEN
cetak (a - b)
Apa yang tampil di layar?",6,6,6,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:16:02.106881Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:16:03.320168Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:16:04.522009Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
